title,genres,user_rating,keywords,director,adult,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
Sumala,"['Horror', 'Thriller']",0.76,"based on novel or book, haunting, devil, ghost, child, terror, twin, based on twitter thread",Rizal Mantovani,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Immortals,"['Fantasy', 'Action', 'Drama']",0.6022000000000001,"army, poison, mythology, zeus, sword fight, minotaur, poseidon, spear, bow and arrow, labyrinth, ancient greece, greek god, fantasy",Tarsem Singh,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball: Episode of Bardock,"['Action', 'Animation', 'Science Fiction']",0.6900000000000001,"time travel, anime",Yoshihiro Ueda,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Work It,"['Comedy', 'Music']",0.7551000000000001,"high school, dance competition, teen movie, interracial romance",Laura Terruso,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kubo and the Two Strings,"['Animation', 'Adventure', 'Family']",0.7633000000000001,"japan, samurai, magic, forgiveness, stop motion, storytelling, origami, feudal japan, mother son relationship",Travis Knight,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Umma,"['Horror', 'Mystery']",0.5378999999999999,"farm, east asian lead, death of mother, motherhood, woman director, korean american, mother daughter relationship, korean",Iris K. Shim,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Lord of War,"['Crime', 'Drama', 'Thriller']",0.73,"hotel, new york city, civil war, dictator, cold war, drug addiction, cocaine, warlord, car bomb, arms dealer, based on true story, interpol, prostitution, liberia",Andrew Niccol,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Atlantis: The Lost Empire,"['Animation', 'Family', 'Adventure', 'Science Fiction']",0.7000000000000001,"sea, submarine, mediterranean, atlantis, expedition, museum, cartoon, villain, steampunk, underwater, sea monster, adventurer, ancient civilization, journey, 1910s, dieselpunk",Gary Trousdale,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
One Piece Film: Strong World,"['Animation', 'Fantasy', 'Adventure']",0.75,"anime, adventure",Munehisa Sakai,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Shop Around the Corner,"['Comedy', 'Drama', 'Romance']",0.82,"salesclerk, secret love, lovesickness, budapest, hungary, anonymous letter, man woman relationship, pen pals, love, co-workers relationship, music box, bickering, gift shop, holiday season, christmas, parfumerie",Ernst Lubitsch,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sweeney Todd: The Demon Barber of Fleet Street,"['Drama', 'Horror']",0.7200000000000001,"widow, asylum, confession, razor, villain, blood splatter, musical, beggar, based on play or musical, child in peril, cane, lust, cannibal, person on fire, incest, infatuation, shaving, social injustice, barbershop, oven, beadle, uxoricide, seaman, mother figure, folktale, corrupt judge, dramatic, suspenseful, horror musical, horrified",Tim Burton,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Assassin's Creed,"['Action', 'Adventure', 'Science Fiction']",0.5429,"assassin, spain, assassination, chase, secret society, brotherhood, parkour, conspiracy, religion, memory, based on video game, 15th century, corporate conspiracy, genetic memory",Justin Kurzel,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Footloose,"['Drama', 'Music', 'Romance']",0.66,"dancing, dance, dancer, remake, prom, dance music, dance teacher",Craig Brewer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"God, Sex and Truth",['Romance'],0.65,sexual exploration,Ram Gopal Varma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EKS,['Drama'],0.2,"softcore, lgbt, erotic, lesbian, sexy",Roman Perez Jr.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Darkest Hour,"['Drama', 'History']",0.7400000000000001,"world war ii, biography, based on true story, london underground, british politics, british prime minister, british history, dunkirk, 1940s, winston churchill",Joe Wright,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ocean's Twelve,"['Thriller', 'Crime']",0.6567000000000001,"rome, italy, sequel, heist, fabergé egg, golden egg, goon",Steven Soderbergh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The 33D Invader,"['Comedy', 'Science Fiction']",0.5700000000000001,Unknown,Cash Chin Man-Kei,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ocean Waves,"['Animation', 'Drama', 'Romance']",0.6400000000000001,"friendship, surrealism, love, tokyo, japan, falling in love, high school reunion, unspoken love, anime, romantic, ambiguous, disgusted",Tomomi Mochizuki,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sex and Lucía,"['Drama', 'Romance']",0.66,"dream, waitress, love of one's life, madrid, spain, loss of loved one, pregnancy, formentera, extramarital affair, illegitimate son",Julio Medem,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Death at a Funeral,['Comedy'],0.5843,"family relationships, remake, murder, death",Neil LaBute,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy', 'Adventure', 'Horror']",0.7738,"friendship, monster, friends, crossover",Cecilia Aranovich,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
Planet Terror,"['Horror', 'Action', 'Thriller']",0.6677,"gas, loss of loved one, military base, grindhouse, zombie",Robert Rodriguez,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Visit,"['Horror', 'Mystery']",0.63,"farm, rap music, sibling relationship, pennsylvania, usa, grandparents, murder, single mother, oven, found footage, hide and seek, diaper",M. Night Shyamalan,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Client,"['Drama', 'Thriller', 'Crime', 'Mystery']",0.67,"suicide, sibling relationship, brother, gangster, investigation, witness protection, principal witness , search for witnesses, lawyer, legal thriller",Joel Schumacher,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Breach,"['Science Fiction', 'Action', 'Horror']",0.42000000000000004,"shape shifting alien, deep space",John Suits,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Ben 10 vs. the Universe: The Movie,"['Animation', 'Action', 'Adventure', 'Science Fiction']",0.75,"extraterrestrial technology, alien, based on cartoon, alien race, based on tv series, ben 10",John McIntyre,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Basketball Diaries,"['Drama', 'Crime']",0.7400000000000001,"new york city, sports, heroin, addiction, basketball, friends, based on memoir or autobiography, drugs, 1960s, school suspension, gay theme, teenager",Scott Kalvert,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[REC],"['Horror', 'Mystery']",0.7200000000000001,"obsession, bite, religion and supernatural, attempt to escape, cinematographer, lodger, live-reportage, found footage, firefighter, frightened, horrified",Jaume Balagueró,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Crawl,"['Horror', 'Thriller']",0.63,"florida, hurricane, animal attack, alligator, creature, flood, animal horror, crawlspace, father daughter relationship",Alexandre Aja,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
G-Force,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure', 'Comedy']",0.5452,"secret agent, guinea pig, dyr, duringcreditsstinger",Hoyt Yeatman,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Deadstream,"['Horror', 'Comedy']",0.6182000000000001,"haunted house, ghost, found footage, urbex, social media influencer, screenlife, livestream, intense, amused",Vanessa Winter,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Pledge,"['Crime', 'Drama', 'Mystery', 'Thriller']",0.6545000000000001,"promise, murder, drawing, porcupine, pledge, retirement party, criminal profiler",Sean Penn,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Radius,"['Thriller', 'Drama', 'Horror']",0.6523,"amnesia, police, twin sister, murder, car accident, death, missing person, woman director",Steeve Léonard,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Teen Wolf,"['Comedy', 'Fantasy', 'Romance']",0.6200000000000001,"high school, trainer, training, coming of age, werewolf, super power, teenager",Rod Daniel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Running Man,"['Action', 'Science Fiction', 'Thriller', 'Crime']",0.65,"prison, based on novel or book, chase, dystopia, post-apocalyptic future, hunting human beings, game show, macabre, paranoid, death game, authoritarian",Paul Michael Glaser,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Conquest of the Planet of the Apes,"['Action', 'Science Fiction']",0.6166,"army, circus, dystopia, pet, insurrection, ape",J. Lee Thompson,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The One Hundred,"['Thriller', 'Horror', 'Science Fiction']",0.63,"quarantine, monster, centipede",Chalit Krileadmongkon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
The Casagrandes Movie,"['Animation', 'Comedy', 'Family']",0.7200000000000001,"mexico, birthday, demigod, trip",Miguel Puga,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Mist,"['Horror', 'Science Fiction', 'Thriller']",0.6900000000000001,"monster, based on novel or book, supermarket, fight, faith, prayer, artist, spider, fog, bible, giant monster, survival, disaster, anger, thunderstorm, father son relationship",Frank Darabont,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Ghost Mansion,['Horror'],0.7296,bizarre,Jo Ba-reun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Navy Seals,['Action'],0.53,"navy, u.s. navy, u.s. navy seal, us military, aggressive",Lewis Teague,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wave,['Science Fiction'],0.6000000000000001,Unknown,Gille Klabin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Ledge,"['Thriller', 'Adventure']",0.6483,"italy, mountain, fractured leg, murder, person on fire, trapped, mountain climbing, ledge, free climbing, fall from height, lost girl",Howard J. Ford,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
¡Que viva México!,"['Drama', 'Comedy']",0.7332000000000001,Unknown,Luis Estrada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Atomic Blonde,"['Action', 'Adventure', 'Thriller']",0.6426000000000001,"berlin, germany, undercover agent, undercover, germany, spy, cold war, stasi, bisexuality, vodka, kgb, europe, double agent, based on comic, murder, mi6, murder investigation, ddr",David Leitch,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
When He's Not a Stranger,"['Drama', 'TV Movie']",0.5,Unknown,John Gray,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Incendies,"['Drama', 'War', 'Mystery']",0.81,"prison, rape, middle east, muslim, militia, orphanage, son, interpreter, swimming pool, massacre, checkpoint, political assassination, twins, will, depressing",Denis Villeneuve,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Skinamarink,['Horror'],0.54,"nightmare, entity, atmospheric, self mutilation, father and child, supernatural horror, experimental cinema",Kyle Edward Ball,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Hero Academia: All Might Rising,"['Animation', 'Action']",0.6200000000000001,"based on manga, based on movie, anime, original video animation (ova), based on tv series",Kenji Nagasaki,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yaksha: Ruthless Operations,"['Action', 'Crime', 'Thriller']",0.66,"mission, espionage, spy, intelligence, secret agent, organized crime, prosecutor, national intelligence service (nis), shenyang, china",Na Hyun,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shutter,"['Horror', 'Mystery', 'Thriller']",0.73,"suicide, nightmare, photographer, bangkok, thailand, thailand, flashback, revenge, car accident, polaroid, ghost, secret lover, preserved corpse, lights out, mental hospital, young girl, young girls, nightmares, bangkok",Banjong Pisanthanakun,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Spider-Man: All Roads Lead to No Way Home,['Documentary'],0.67,short film,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strays,"['Comedy', 'Adventure']",0.73,"talking dog, magic mushroom, crude humor, male masturbation, duringcreditsstinger, animal liberation, self-liberation, abandonment, abandoned puppy, toxic relationship, talking animal",Josh Greenbaum,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Be Single,"['Comedy', 'Romance']",0.63,"new york city, based on novel or book, one-night stand, single",Christian Ditter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Devil Comes at Night,['Horror'],0.68,Unknown,Scott Leaver,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Graduate,"['Drama', 'Romance', 'Comedy']",0.76,"love triangle, seduction, college, older woman seduces younger guy, romance, coming of age, los angeles, california, wedding, older woman younger man relationship, graduate, rape accusation, mother seduces daughter's fiancee, audacious, bold, defiant, inflammatory",Mike Nichols,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Margaux,"['Horror', 'Science Fiction']",0.6000000000000001,smart home,Steven C. Miller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The House Bunny,"['Romance', 'Comedy']",0.5660999999999999,"virgin, pregnancy, college, yoga, bikini, playboy, jail, sorority, model, car wash, fraternity, pledge",Fred Wolf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Twin Peaks: Fire Walk with Me,"['Drama', 'Mystery', 'Horror']",0.7400000000000001,"high school, small town, double life, sexual abuse, detective, fbi, drug addiction, orgy, investigation, supernatural, surreal, melancholy, prequel, murder, rural area, serial killer, prostitution, brutality, drugs, incest, psychotronic, washington state, criterion, disturbed teenager, 1990s, mysterious events, demonic, fbi agent, secret, violence",David Lynch,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Jumper,"['Action', 'Adventure', 'Science Fiction']",0.6157,"adolescence, based on novel or book, teleportation, chase, fight, loss of loved one, motherly love, super power, dramatic, suspenseful, incredulous, complicated",Doug Liman,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shin Godzilla,"['Action', 'Science Fiction', 'Horror']",0.7187000000000001,"japan, monster, bureaucracy, politics, giant monster, nuclear radiation, political incompetence, tokyo, japan, destruction, reboot, kaiju, hopeless, satirical, political turmoil, human made disaster, godzilla, nuclear disaster, us japan relations, intense",Shinji Higuchi,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Halloween II,"['Horror', 'Thriller']",0.6566000000000001,"mask, sheriff, halloween, sequel, hospital, holiday horror",Rick Rosenthal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Little Bone Lodge,"['Horror', 'Crime', 'Thriller']",0.68,"mother, scotland, brother, lodge, family secrets, hostage-taking, family clan, fugitive, storm, criminal, held captive, family in peril, isolated farmhouse, stormy night, dark secret, highlands, matriarch, scottish highlands",Matthias Hoene,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Jaws 2,"['Horror', 'Thriller']",0.6000000000000001,"dying and death, rescue, island, panic, mayor, shark attack, police chief, current, boat accident, animal attack, sailing, sequel, scuba diving, creature, shark, great white shark, killer whale, high-tension current, water skiing, tourism",Jeannot Szwarc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Cape Fear,"['Drama', 'Crime', 'Thriller']",0.7262,"prison, small town, child abuse, rape, houseboat, cigar smoking, remake, revenge, stalking, lawyer, psychological thriller, fear, rebellious daughter, rapist, private detective, killing a dog, threat to family, family terrorized",Martin Scorsese,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The New Mutants,"['Science Fiction', 'Horror', 'Action']",0.61,"superhero, mutant, based on comic, superhero team, captivity",Josh Boone,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Sisters Brothers,"['Western', 'Drama', 'Comedy']",0.68,"gold, based on novel or book, hitman, san francisco, california, male friendship, gold rush, oregon, usa, scout, 19th century, gold claim, brother brother relationship",Jacques Audiard,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Rebound,"['Romance', 'Comedy']",0.65,"infidelity, new york city, nanny, romantic comedy, divorce, green card, older woman younger man relationship, rebound",Bart Freundlich,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dora and the Lost City of Gold,"['Adventure', 'Comedy', 'Family', 'Fantasy']",0.6643,"peru, museum, fox, based on cartoon, jungle, lost city, quicksand, monkey, lost civilization, live action and animation, teenage protagonist, based on tv series",James Bobin,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ezra,"['Comedy', 'Drama']",0.73,"autism, road trip, parenting, divorced parents",Tony Goldwyn,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Happiest Season,"['Romance', 'Comedy']",0.7218,"coming out, marriage proposal, holiday, romantic comedy, lesbian relationship, in the closet, orphan, family holiday, lgbt, woman director, holiday season, pittsburgh, pennsylvania, christmas, candid, mayoral campaign, sister sister relationship, playful, lesbian, joyous, dramatic, sentimental, amused, familiar, hopeful, sympathetic",Clea DuVall,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Survivor,"['Action', 'Crime', 'Mystery', 'Thriller']",0.5700000000000001,"new year's eve, new york city, showdown, hostage, times square, london underground, on the run, bombing, terrorist plot, gas explosion, police inspector, framed for murder, tracking device, us military, u.s. embassy, watchmaker, professional assassin, helicopter crash, breach, visa problems, kandahar, emigration visa, scientists, london, security officer, state department",James McTeigue,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Son of Kong,"['Adventure', 'Action', 'Horror']",0.54,"mutiny, island, stowaway, earthquake, sequel, singer, bear, dinosaur, black and white, gentle giant, giant ape, rescue from fire, sea serpent, king kong",Ernest B. Schoedsack,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mr. Nobody,"['Science Fiction', 'Drama', 'Romance']",0.7817000000000001,"time travel, surrealism, time, choice, free will, multiple storylines, curious, shocking, complex, loving, 2090s, depressing, ambiguous, irreversible process, entropy",Jaco Van Dormael,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Deep Blue Sea,"['Action', 'Horror', 'Science Fiction']",0.5975,"shark attack, creature, scientist, shark, killer shark, genetic engineering, animal horror, underwater facility",Renny Harlin,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
XXXXXXX,['Unknown'],0.6900000000000001,Unknown,Liliana Colombo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rurouni Kenshin Part I: Origins,"['Adventure', 'Action', 'Fantasy', 'War', 'History']",0.7511000000000001,"japan, assassin, samurai, based on manga, jidaigeki, shinsengumi, 19th century, meiji period, bakumatsu",Keishi Otomo,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Charlie's Angels: Full Throttle,"['Action', 'Adventure', 'Comedy']",0.55,"martial arts, robbery, undercover agent, spy, secret identity, villainess, secret agent, organized crime, los angeles, california, heroine, nostalgic, spy hero, based on tv series, provocative, dramatic, hilarious, admiring, adoring, vibrant",McG,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female Teacher in Rope Hell,"['Drama', 'Horror']",0.42000000000000004,"bondage, female teacher, abduction",Shōgorō Nishimura,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Going the Distance,"['Comedy', 'Romance']",0.54,"bondage, toronto, canada, road trip, held captive, teen comedy, boyfriend girlfriend relationship, road movie, sex comedy, flirting, voyeurism, cross country trip, national lampoon's, music producer, wackiness",Mark Griffiths,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Emily the Criminal,"['Crime', 'Drama', 'Thriller']",0.67,"job interview, organized crime, los angeles, california, criminal underworld, credit card fraud, criminal record, food delivery, student debt",John Patton Ford,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Stop! Or My Mom Will Shoot,"['Action', 'Comedy']",0.53,"police, submachine gun, gunfight, los angeles, california, criminal, buddy cop, 1990s, street shootout",Roger Spottiswoode,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Again,"['Comedy', 'Drama', 'Romance']",0.6112000000000001,"chance, love, hollywood, los angeles, california, family, woman director",Hallie Meyers-Shyer,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
How Do You Know,"['Comedy', 'Drama', 'Romance']",0.53,"love triangle, baseball, aftercreditsstinger",James L. Brooks,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
A Street Cat Named Bob,"['Family', 'Drama']",0.79,"based on novel or book, cat, drug addiction, human animal relationship, biography, addiction, recovering addict, moral transformation, street musician, busker, unlucky",Roger Spottiswoode,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Burn,"['Thriller', 'Crime', 'Action']",0.6000000000000001,"robbery, gas station, manipulation, loneliness, attempted rape, blue collar worker, escapee, petrol station",Mike Gan,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Herbie Fully Loaded,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",0.5777,"car race, sports, victory, sequel, slapstick comedy, nascar, volkswagen beetle, woman director",Angela Robinson,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Lara Croft: Tomb Raider - The Cradle of Life,"['Action', 'Adventure', 'Fantasy', 'Thriller']",0.5700000000000001,"medallion, biological weapon, shanghai, china, riddle, ex-lover, greece, kazakhstan, mercenary, earthquake, chinese mafia, treasure hunt, alexander the great, pandora's box, kenya, scuba diving, female protagonist, hong kong, mi6, scientist, underwater, heiress, archaeologist, based on video game, aristocrat, antidote, great wall of china, crime syndicate, bio terrorism, mythical artifact, weapons training, archaeology, good vs evil",Jan de Bont,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ella Enchanted,"['Family', 'Fantasy', 'Comedy']",0.65,"based on novel or book, elves, magic, fairy tale, fairy, prince, fantasy world, giant, ogre, obedience, fairy godmother",Tommy O'Haver,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mank,"['Drama', 'History']",0.6685,"movie business, screenwriter, biography, hollywood, alcoholic, 1930s, old hollywood",David Fincher,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part VI: Jason Lives,"['Horror', 'Thriller']",0.6238000000000001,"mask, new jersey, lightning, sadism, psychopath, cemetery, sequel, woods, slaughter, serial killer, slasher, series of murders, supernatural horror, meta",Tom McLoughlin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Mob Land,"['Action', 'Crime', 'Thriller']",0.55,Unknown,Nicholas Maggio,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
What a Good Secretary Wants,"['Romance', 'Drama']",0.5,"secretary, softcore",Kim Hyo-jae,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Porno,['Drama'],0.5900000000000001,porno,Adolfo Alix Jr.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"María, ¡Me muero!",['Comedy'],0.4,Unknown,Gabriela Sobarzo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hostel: Part II,['Horror'],0.58,"bratislava, slovakia, prague, czech republic, castration, ladies' man, torture, torture porn, emasculation",Eli Roth,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Love Affair,"['Drama', 'Romance']",0.5900000000000001,"eroticism, love affair",Kim Jung-hwan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Prince of Darkness,['Horror'],0.68,"research, dream, obsession, secret society, time travel, satan, anti-christ, artifact, priest, los angeles, california, church, demon, satanic cult",John Carpenter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Cuckold,['Drama'],0.27999999999999997,cuckold,Jonathan Butler,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanist Vampire Seeking Consenting Suicidal Person,"['Romance', 'Comedy', 'Fantasy', 'Horror']",0.75,"friendship, suicide, suicide attempt, vampire, bite, hunger, bloodthirstiness, quebec, moral conflict, bullying, montreal, canada, coming of age, bully, revenge, relationship, compassion, will, teeth, suicide thoughts, forced, unlikely friendship, teen suicide, blood sucking, starving, woman director, bullied, revenge killing, moral dilemma, humanity, canine, improbable friendship, drinking blood, boy meets girl, humanism, consent, forced to kill, human vampire relationship, boy girl relationship, french canadian, night, reluctant vampire, blood, teenager, revenge for bullying, vampires, take revenge, compassionate",Ariane Louis-Seize,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Che: Part One,"['Drama', 'History', 'War']",0.6808000000000001,"cuba, biography, che guevara, fidel castro, cuban revolution, 1950s",Steven Soderbergh,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Blue Story,"['Crime', 'Drama', 'Romance']",0.73,"gangsters, high school romance",Rapman,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Babylon A.D.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",0.5700000000000001,"future, baby, smuggling (contraband), submarine, pregnancy, dystopia, prosecution, mercenary, protection, moral conflict, vision, cyberpunk, sect",Mathieu Kassovitz,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The Tower,"['Horror', 'Fantasy', 'Drama']",0.47000000000000003,bottomless,Guillaume Nicloux,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Patriot Games,"['Drama', 'Action', 'Thriller', 'Crime']",0.67,"assassin, washington dc, usa, based on novel or book, psychopath, repayment, intelligence, northern ireland, revenge, terrorism, ira (irish republican army), ireland, british prime minister, jack ryan, ex military, assassination attempt, political thriller, political turmoil, intelligence service, cia analyst, intelligence analyst",Phillip Noyce,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
